"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","10","10","1","6.547823","0","10"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","8","9","1","7.091385","0","9"
"/ControlRig/M_Manip.M_Manip","0","8","9","1","5.366837","0","9"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","2","2","1","1.591125","0","2"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","7","7","1","3.746759","0","7"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","87","87","1","82.799004","0","87"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","92","98","1","94.776848","0","98"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","100","100","1","630.558594","0","100"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","123","0","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","706","0","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","24","24","1","16.921333","0","24"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","4","4","1","9.917316","0","4"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","18","20","1","46.375065","0","20"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","7","8","1","9.598585","0","8"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","7","7","1","6.670159","0","7"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","4","4","1","2.554957","0","4"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","29","31","1","19.071356","0","31"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","82","82","1","98.872940","0","82"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","5","5","1","2.585350","0","5"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","5","5","1","2.376678","0","5"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","49","32","34","1","25.352808","0","34"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","49","26","26","1","17.132042","0","26"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","10","11","1","6.383391","0","11"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","49","62","65","1","44.047756","0","65"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","49","100","106","1","77.165047","0","106"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","49","62","65","1","0.000000","0","65"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","7","8","1","5.672132","0","8"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","14","16","1","17.880039","0","16"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","5","5","1","1.666482","0","5"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","26","26","1","17.137480","0","26"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","5","5","1","3.118991","0","5"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","14","14","1","7.826861","0","14"
"/Engine/VREditor/TransformGizmo/Main.Main","49","5","5","1","2.891990","0","5"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","63","63","1","26.380028","0","63"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","50","50","1","83.883492","0","50"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","50","50","1","91.973831","0","50"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","71","71","1","84.355652","0","71"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","28","28","1","22.820898","0","28"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","12","12","1","7.425727","0","12"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","10","11","1","6.872490","0","11"
"/ControlRig/M_Manip.M_Manip","49","10","11","1","6.536954","0","11"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","48","54","2","24.313417","0","54"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","4","4","1","2.334392","0","4"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","5","5","1","2.204577","0","5"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","61","66","6","33.630558","0","66"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","49","100","106","1","75.113937","0","106"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","100","100","1","219.326416","0","100"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","7","7","1","3.803478","0","7"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","87","87","1","62.567574","0","87"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","127","127","1","85.732994","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","1341","1364","1","1329.797852","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","31","33","1","22.546642","0","33"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","49","14","14","1","5.114730","0","14"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","63","63","1","25.083233","0","63"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","5","5","1","2.102553","0","5"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","5","5","1","1.693497","0","5"
"/Engine/EditorMaterials/Utilities/LinearColorPicker_MAT.LinearColorPicker_MAT","49","14","14","1","7.262050","0","14"
"/Engine/VREditor/LaserPointer/M_LaserPointer-Core.M_LaserPointer-Core","49","8","8","1","1.638702","0","8"
"/Engine/VREditor/LaserPointer/LaserPointerMaterial.LaserPointerMaterial","49","6","6","1","1.998142","0","6"
"/Niagara/DefaultAssets/M_Gnomon.M_Gnomon","49","8","8","1","1.023517","0","8"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","49","32","37","1","10.178283","0","37"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","49","56","56","1","33.869736","0","56"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","49","23","23","1","14.428414","0","23"
"/Game/Levels/Astroid_Belt/SKY/Astroid_sky.Astroid_sky","49","7","8","1","0.000000","0","8"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","4","4","1","0.000000","0","4"
"/Game/Levels/asteroids-pack-metallic-version/textures/astroidMat.astroidMat","49","26","26","1","12.802014","0","26"
"/Game/RocketThrusterExhaustFX/Materials/M_Thrusters.M_Thrusters","49","8","8","1","0.000000","0","8"
"/Game/RocketThrusterExhaustFX/Materials/M_HeatHaze.M_HeatHaze","49","50","50","1","0.000000","0","50"
"/Game/RocketThrusterExhaustFX/Materials/M_Smoke.M_Smoke","49","38","38","1","0.000000","0","38"
"/Game/RocketThrusterExhaustFX/Materials/M_Particulate.M_Particulate","49","8","8","1","0.000000","0","8"
"/Game/Ship/Ship_Assets/Ship_mat.Ship_mat","49","15","16","1","0.000000","0","16"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","49","23","23","1","14.066895","0","23"
"/Game/Shop/Powerups/Materials/Shield_down.Shield_down","49","31","31","1","0.000000","0","31"
"/Game/Shop/Powerups/Materials/Shield_Mat.Shield_Mat","49","31","31","1","0.000000","0","31"
"/Game/Enemies/Fighter/sci-fi-aircraft-spaceship-fighter/NewMaterial.NewMaterial","49","14","14","1","7.534804","0","14"
"/Game/Levels/asteroids-pack-metallic-version/source/Material__3.Material__3","49","14","14","1","7.803367","0","14"
"/Game/RocketThrusterExhaustFX/Materials/M_Plume_Smoke.M_Plume_Smoke","49","38","38","1","23.837494","0","38"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","49","14","14","1","5.210180","0","14"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","49","11","11","1","4.468159","0","11"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","49","17","17","1","6.483572","0","17"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","49","23","23","1","0.000000","0","23"
"/Game/Ship/Ship_Assets/spaceship/source/SpaceShip/Material_003.Material_003","49","14","14","1","0.000000","0","14"
"/Engine/VREditor/UI/KeyDiskMaterial.KeyDiskMaterial","49","5","5","1","0.000000","0","5"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","49","23","23","1","14.614803","0","23"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","49","23","23","1","14.260780","0","23"
"/Engine/TemplateResources/M_Template_Master.M_Template_Master","49","35","35","1","23.399723","0","35"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","12","12","1","8.349738","0","12"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialMeter.M_AudioMaterialMeter","49","13","13","1","4.720294","0","13"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialRoundedSlider.M_AudioMaterialRoundedSlider","49","27","29","1","15.300949","0","29"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialEnvelope_ADSR.M_AudioMaterialEnvelope_ADSR","49","27","29","1","16.868235","0","29"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialKnob.M_AudioMaterialKnob","49","13","13","1","5.722716","0","13"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialToggleButton.M_AudioMaterialToggleButton","49","13","13","1","4.985066","0","13"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","62","66","1","54.383961","0","66"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","88","92","1","74.432617","0","92"
"/Engine/Functions/Engine_MaterialFunctions02/ExampleContent/GradientMap_Multi_Example.GradientMap_Multi_Example","49","14","14","1","7.160925","0","14"
"/InterchangeAssets/gltf/M_Default.M_Default","49","278","296","6","247.177612","0","296"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","49","278","296","6","246.903656","0","296"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","49","270","280","6","226.351517","0","280"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","49","96","96","2","335.069275","0","96"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","270","280","6","250.879074","0","280"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","49","184","194","6","295.884583","0","194"
"","49","1","0","1","0.000000","1","0"
