"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","7","7","1","3.091539","0","7"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","87","87","1","58.873436","0","87"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","127","127","1","32.541912","0","127"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","50","50","1","69.596893","0","50"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","50","50","1","74.837418","0","50"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","71","71","1","70.603676","0","71"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","28","28","1","18.817579","0","28"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","12","12","1","6.439036","0","12"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","10","11","1","6.288566","0","11"
"/ControlRig/M_Manip.M_Manip","49","10","11","1","5.842410","0","11"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","48","54","2","23.380739","0","54"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","4","4","1","0.000000","0","4"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","5","5","1","0.563837","0","5"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","61","66","6","30.668119","0","66"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","49","100","106","1","80.822479","0","106"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","100","100","1","0.000000","0","100"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","49","100","106","1","73.154556","0","106"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","12","12","1","3.080226","0","12"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialMeter.M_AudioMaterialMeter","49","13","13","1","4.721151","0","13"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialRoundedSlider.M_AudioMaterialRoundedSlider","49","27","29","1","14.341938","0","29"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialEnvelope_ADSR.M_AudioMaterialEnvelope_ADSR","49","27","29","1","15.159884","0","29"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialKnob.M_AudioMaterialKnob","49","13","13","1","5.571319","0","13"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialToggleButton.M_AudioMaterialToggleButton","49","13","13","1","5.075404","0","13"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","62","66","1","48.214916","0","66"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","88","92","1","87.525841","0","92"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","49","14","14","1","8.444659","0","14"
"/Engine/EditorMaterials/Utilities/LinearColorPicker_MAT.LinearColorPicker_MAT","49","14","14","1","6.716780","0","14"
"/Game/Ship/Ship_Assets/spaceship/source/SpaceShip/Material_003.Material_003","49","14","14","1","0.000000","0","14"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","5","5","1","1.640288","0","5"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","5","5","1","1.721884","0","5"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","49","11","11","1","3.860404","0","11"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","49","17","17","1","5.762441","0","17"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","49","56","56","1","28.086100","0","56"
"/Game/Enemies/Fighter/sci-fi-aircraft-spaceship-fighter/NewMaterial.NewMaterial","49","14","14","1","6.675541","0","14"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","63","63","1","25.009615","0","63"
"/Engine/EngineDebugMaterials/HeatmapMaterial.HeatmapMaterial","49","5","5","1","0.000000","0","5"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","49","184","194","6","263.308990","0","194"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","31","33","1","19.815590","0","33"
"/Game/Ship/Ship_Assets/Ship_mat.Ship_mat","49","15","16","1","5.612358","0","16"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","49","14","14","1","2.230690","0","14"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","49","96","96","2","292.701660","0","96"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","270","280","6","229.572922","0","280"
"/InterchangeAssets/gltf/M_Default.M_Default","49","278","296","6","246.068329","0","296"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","49","278","296","6","226.247192","0","296"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","49","270","280","6","208.854935","0","280"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","49","23","23","1","32.659039","0","23"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","4","4","1","0.000000","0","4"
"/Game/Space_lvl/Sky/Skybox_space_mat.Skybox_space_mat","49","7","8","1","0.000000","0","8"
